age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,pdays,y
22,7,1,1,625,1,1,1,2,6,131,4,0,0
17,1,1,2,602,1,0,1,2,6,316,0,0,0
28,1,1,2,762,1,0,1,2,6,288,1,0,0
19,1,1,1,1097,1,0,1,2,6,23,0,0,0
6,1,1,2,1263,1,0,1,2,6,569,1,0,0
15,8,1,2,524,1,0,1,2,6,23,0,0,0
14,10,2,2,661,1,0,1,2,6,379,1,0,0
30,8,0,2,4074,1,0,1,2,6,106,5,0,0
39,6,1,2,709,1,0,1,2,6,393,2,0,0
21,11,1,2,460,1,0,1,2,6,116,0,0,0
13,1,1,1,936,1,1,1,2,6,25,0,0,0
12,4,2,3,408,0,0,1,2,6,75,0,0,0
21,1,1,1,762,1,1,1,2,6,235,0,0,0
20,10,1,2,217,1,0,1,2,6,404,3,0,0
19,8,1,2,190,1,0,1,2,6,126,0,0,0
17,4,2,3,4296,1,0,1,2,6,227,0,0,0
12,1,1,1,536,1,0,1,2,6,135,0,0,0
5,1,2,2,1501,1,0,1,2,6,100,2,0,0
14,0,2,2,915,1,0,1,2,6,303,0,0,0
9,4,2,2,368,1,0,1,2,6,732,1,0,1
12,4,2,3,2351,1,0,1,2,6,366,0,0,0
14,4,2,3,1164,1,0,1,2,6,228,0,0,0
13,0,2,2,1775,1,0,1,2,6,14,0,0,0
14,8,1,2,1654,1,0,1,2,6,193,0,0,0
14,1,1,2,1121,1,0,1,2,6,409,0,0,0
12,4,2,3,339,1,0,1,2,6,220,1,0,0
17,1,1,2,201,0,0,1,2,6,32,2,0,0
19,10,2,2,656,1,0,1,2,6,231,1,0,0
12,4,2,3,424,1,0,1,2,6,242,1,0,0
28,1,1,2,433,1,0,1,2,6,310,3,0,0
14,4,0,2,83,1,0,1,2,6,216,1,0,0
16,4,2,3,808,1,0,1,2,6,119,3,0,0
41,4,1,3,392,1,0,1,2,6,128,5,0,0
12,8,1,2,190,1,1,1,2,6,185,0,0,0
13,0,2,2,717,1,0,1,2,6,722,1,0,0
22,1,1,1,1882,1,1,1,2,6,240,4,0,0
13,0,2,2,2272,1,0,1,2,6,455,0,0,0
13,10,1,3,1049,1,0,1,2,6,138,1,0,0
15,10,1,2,1211,1,0,1,2,6,361,2,0,0
9,0,2,2,881,1,0,1,2,6,418,1,0,0
11,8,2,2,688,1,0,1,2,6,177,25,0,0
26,0,1,3,1775,1,0,1,2,6,84,14,0,0
18,1,2,2,225,1,0,1,2,6,435,2,0,0
19,4,1,2,531,0,0,1,2,6,120,1,0,0
6,0,2,2,256,1,0,1,2,6,824,0,0,0
33,7,0,2,1481,1,0,1,2,6,51,1,0,0
14,1,1,2,1962,1,1,1,2,6,238,5,0,0
18,10,0,3,1944,1,0,1,2,6,259,0,0,0
12,8,0,2,357,1,0,1,2,6,237,1,0,0
29,0,1,2,190,0,0,1,2,6,110,1,0,0
19,8,2,2,468,1,0,1,2,6,1035,2,0,1
9,1,1,2,1008,1,0,1,2,6,188,4,0,0
14,0,1,2,467,1,0,1,2,6,231,11,0,0
10,1,1,2,459,1,0,1,2,6,615,0,0,0
35,2,0,0,4268,1,0,1,2,6,676,4,0,0
27,4,1,3,1563,1,0,1,2,6,192,3,0,0
15,4,1,3,3446,1,0,1,2,6,258,1,0,0
23,1,0,2,237,1,0,1,2,6,85,0,0,0
10,1,1,2,407,1,0,1,2,6,857,0,0,0
17,10,1,3,2353,1,0,1,2,6,680,1,0,0
9,8,2,2,3170,1,0,1,2,6,356,1,0,0
12,1,2,2,1045,1,0,1,2,6,235,1,0,0
22,4,2,3,1999,1,1,1,2,6,173,2,0,0
16,1,2,2,148,1,1,1,2,6,294,1,0,0
21,7,2,3,1322,1,0,1,2,6,216,0,0,0
8,8,2,2,266,1,0,1,2,6,177,0,0,0
9,2,2,3,702,1,1,1,2,6,220,0,0,0
25,2,1,3,2719,0,0,1,2,6,38,2,0,0
16,4,2,3,530,1,0,1,2,6,633,27,0,0
12,2,2,3,127,1,0,1,2,6,94,0,0,0
27,1,1,1,337,1,0,1,2,6,478,1,0,0
25,0,1,2,619,1,1,1,2,6,35,31,0,0
30,8,2,2,3676,1,0,1,2,6,46,5,0,0
7,10,2,2,110,1,1,1,2,6,89,0,0,0
17,1,1,0,246,1,0,1,2,6,130,0,0,0
11,3,1,2,433,1,0,1,2,6,35,0,0,0
20,8,1,1,97,1,0,1,2,6,263,0,0,0
21,1,1,2,393,1,0,1,2,6,143,0,0,0
6,1,2,0,621,1,0,1,2,6,108,11,0,0
10,8,2,2,3532,1,0,1,2,6,245,0,0,0
13,8,2,2,314,1,0,1,2,6,154,3,0,0
5,8,2,2,615,1,0,1,2,6,768,0,0,1
22,1,1,1,1109,1,0,1,2,6,327,1,0,0
20,4,2,3,1789,1,0,1,2,6,215,2,0,0
14,1,1,2,668,1,0,1,2,6,200,0,0,0
7,4,1,1,358,1,0,1,2,6,801,0,0,1
13,2,2,3,190,0,0,1,2,6,31,4,0,0
14,10,2,2,448,0,0,1,2,6,114,2,0,0
25,1,0,1,215,1,0,1,2,6,236,6,0,0
21,2,0,3,398,1,0,1,2,6,201,1,0,0
18,1,1,2,90,1,0,1,2,6,369,1,0,0
8,1,2,2,154,1,0,1,2,6,482,1,0,1
29,1,0,1,316,1,0,1,2,6,1516,1,0,1
22,1,1,1,190,1,0,1,2,6,329,2,0,0
16,1,1,1,955,1,0,1,2,6,111,6,0,0
19,8,1,2,1515,0,0,1,2,6,72,2,0,0
12,4,1,3,1666,1,1,1,2,6,199,3,0,0
26,0,1,2,589,1,1,1,2,6,271,1,0,0
13,4,2,3,166,1,1,1,2,6,589,5,0,0
23,8,1,2,336,1,1,1,2,6,199,0,0,0
17,1,2,2,190,1,0,1,2,6,113,2,0,0
20,1,1,1,190,1,0,1,2,6,179,1,0,0
13,1,1,2,250,1,0,1,2,6,215,9,0,0
36,8,2,2,749,1,1,1,2,6,242,5,0,0
17,10,0,3,882,1,0,1,2,6,129,0,0,0
31,0,1,2,190,1,1,1,2,6,50,2,0,0
10,1,1,1,649,1,1,1,2,6,178,0,0,0
14,4,2,3,346,1,0,1,2,6,81,5,0,0
15,11,2,0,360,1,0,1,2,6,327,0,0,0
24,4,0,3,651,1,0,1,2,6,72,0,0,0
21,0,2,2,1268,0,0,1,2,6,199,2,0,0
16,4,1,3,1102,1,0,1,2,6,372,0,0,0
7,8,2,2,1085,1,0,1,2,6,167,0,0,0
27,4,1,2,211,1,0,1,2,6,788,1,0,0
10,4,1,3,3721,1,0,1,2,6,132,1,0,0
31,7,1,2,190,1,0,1,2,6,51,8,0,0
30,1,1,2,184,1,0,1,2,6,161,0,0,0
26,1,1,1,1256,1,0,1,2,6,25,0,0,0
33,0,1,2,978,1,0,1,2,6,954,5,0,0
15,4,2,3,190,0,0,1,2,6,30,0,0,0
25,1,1,1,190,1,0,1,2,6,215,2,0,0
20,0,0,2,4205,1,0,1,2,6,133,2,0,0
39,10,0,2,1100,1,0,1,2,6,183,1,0,0
22,4,2,3,2023,1,0,1,2,6,134,2,0,0
23,1,0,1,2360,1,0,1,2,6,211,4,0,0
25,1,1,0,895,1,0,1,2,6,80,3,0,0
21,4,1,3,851,1,0,1,2,6,220,2,0,0
19,0,1,0,2399,1,0,1,2,6,495,1,0,0
9,0,2,2,485,1,0,1,2,6,148,12,0,0
12,1,1,2,172,0,0,1,2,6,157,1,0,0
21,4,2,2,1810,1,0,1,2,6,348,1,0,0
16,1,2,1,436,0,0,1,2,6,81,4,0,0
25,1,1,1,3185,1,0,1,2,6,441,2,0,0
23,4,1,3,627,1,0,1,2,6,14,20,0,0
20,4,1,3,1170,0,0,1,2,6,662,4,0,0
13,1,1,1,766,1,1,1,2,6,230,2,0,0
16,0,2,2,1444,0,0,1,2,6,87,2,0,0
43,6,1,1,486,1,1,1,2,6,323,1,0,0
20,1,1,1,2614,1,0,1,2,6,176,1,0,0
13,0,2,2,868,1,0,1,2,6,117,3,0,0
27,8,2,1,2071,1,0,1,2,6,1214,5,0,1
10,1,2,1,190,1,1,1,2,6,380,3,0,0
21,1,1,1,956,1,0,1,2,6,350,2,0,0
11,8,1,1,901,1,0,1,2,6,136,3,0,0
8,10,2,2,734,1,1,1,2,6,56,4,0,0
36,0,1,1,1166,1,0,1,2,6,137,2,0,0
27,1,1,1,384,1,1,1,2,6,81,1,0,0
12,10,2,3,446,1,0,1,2,6,276,1,0,0
34,0,1,2,260,1,0,1,2,6,68,1,0,0
10,8,2,1,492,0,0,1,2,6,248,8,0,0
24,1,1,1,1207,1,0,1,2,6,11,17,0,0
27,8,1,2,3572,1,1,1,2,6,313,6,0,0
39,6,1,1,19,1,0,1,2,6,397,1,0,0
34,11,1,2,2412,1,0,1,2,6,58,8,0,0
21,4,1,3,190,1,0,1,2,6,164,1,0,0
17,0,1,2,103,1,0,1,2,6,1282,6,0,1
21,0,2,2,738,1,0,1,2,6,296,1,0,0
10,0,1,2,1769,1,0,1,2,6,816,1,0,0
20,1,1,2,474,1,1,1,2,6,1021,5,0,0
20,1,2,0,200,1,0,1,2,6,266,9,0,0
12,10,2,3,622,1,1,1,2,6,180,2,0,0
14,8,1,2,2906,1,0,1,2,6,143,7,0,0
26,1,1,1,3041,1,0,1,2,6,229,1,0,0
13,10,2,2,395,1,0,1,2,6,342,1,0,0
10,1,1,2,4690,1,0,1,2,6,340,1,0,0
19,0,1,2,1535,1,0,1,2,6,59,1,0,0
39,6,1,0,506,1,0,1,2,6,72,7,0,0
18,4,1,3,190,1,1,1,2,6,599,2,0,0
17,0,2,2,2366,1,0,1,2,6,354,2,0,0
16,1,1,2,280,1,0,1,2,6,77,7,0,0
20,1,1,1,825,1,0,1,2,6,157,1,0,0
40,4,0,3,240,1,0,1,2,6,109,3,0,0
21,0,1,2,236,0,0,1,2,6,187,1,0,0
27,10,2,2,1234,1,0,1,2,6,239,7,0,0
30,1,1,2,940,1,0,1,2,6,246,4,0,0
5,1,2,2,3876,1,0,1,2,6,118,6,0,0
24,10,0,3,337,1,0,1,2,6,254,20,0,0
17,4,1,3,488,1,0,1,2,6,281,6,0,0
11,0,2,0,2251,1,0,1,2,6,94,1,0,0
30,2,1,2,373,1,0,1,2,6,203,8,0,0
23,4,2,3,446,1,0,1,2,6,140,5,0,0
9,1,1,1,1192,1,0,1,2,6,583,0,0,0
10,1,1,2,418,1,0,1,2,6,328,8,0,0
19,1,2,2,467,1,0,1,2,6,87,5,0,0
39,8,2,2,1620,1,0,1,2,6,666,4,0,0
11,7,1,3,3777,1,0,1,2,6,73,3,0,0
35,8,0,2,233,1,0,1,2,6,70,5,0,0
9,10,2,2,193,0,0,1,2,6,68,5,0,0
14,4,2,3,321,0,0,1,2,6,267,2,0,0
7,4,2,3,2547,1,0,1,2,6,193,1,0,0
38,0,0,1,397,1,0,1,2,6,88,3,0,0
16,8,2,1,844,0,0,1,2,6,604,13,0,0
31,1,1,1,577,1,1,1,2,6,67,4,0,0
21,1,1,1,2743,1,0,1,2,6,88,5,0,0
32,0,0,2,3117,1,0,1,2,6,113,3,0,0
9,1,1,1,250,1,0,1,2,6,550,0,0,0
9,9,2,2,488,1,0,1,2,6,52,0,0,0
23,10,1,2,193,1,1,1,2,6,197,2,0,0
16,4,0,3,414,0,0,1,2,6,120,10,0,0
12,10,2,2,3167,1,0,1,2,6,1364,1,0,0
8,1,2,2,1981,1,0,1,2,6,28,18,0,0
33,1,1,1,493,1,0,1,2,6,87,6,0,0
13,10,2,3,511,1,0,1,2,6,25,15,0,0
11,0,2,3,4269,1,0,1,2,6,226,0,0,0
10,1,1,2,2135,1,0,1,2,6,196,0,0,0
13,0,2,2,627,1,1,1,3,6,173,13,0,0
15,4,1,3,1172,0,0,1,3,6,735,16,0,0
17,4,1,0,1318,1,0,1,3,6,457,0,0,0
18,8,1,2,1085,1,1,1,3,6,622,0,0,0
23,0,2,2,590,1,0,1,3,6,99,5,0,0
27,10,1,2,1193,1,0,1,3,6,71,0,0,0
30,1,2,1,2115,1,0,1,3,6,407,0,0,0
27,4,0,2,834,1,0,1,3,6,633,0,0,1
15,4,1,3,1355,1,0,1,3,6,462,1,0,0
33,1,1,2,98,1,0,1,3,6,28,3,0,0
20,0,1,3,532,1,0,1,3,6,1119,0,0,0
41,4,0,3,1798,1,0,1,3,6,107,1,0,0
28,10,1,2,190,1,0,1,3,6,242,4,0,0
31,8,2,2,498,1,0,1,3,6,96,2,0,0
15,8,1,2,229,1,0,1,3,6,66,3,0,0
16,8,2,2,448,1,0,1,3,6,131,1,0,0
24,0,2,2,526,1,0,1,3,6,46,1,0,0
23,10,2,0,644,1,0,1,3,6,267,1,0,0
30,1,1,1,350,1,0,1,3,6,109,2,0,0
25,10,1,2,559,1,0,1,3,6,75,2,0,0
26,4,1,3,719,1,0,1,3,6,129,3,0,0
26,1,1,1,1114,1,0,1,3,6,89,2,0,0
34,0,0,2,2178,0,0,1,3,6,103,3,0,0
36,1,0,1,405,1,0,1,3,6,71,4,0,0
25,10,0,2,555,1,0,1,3,6,406,1,0,0
24,4,1,3,534,1,1,1,3,6,66,1,0,0
18,1,1,2,326,1,0,1,3,6,38,1,0,0
23,0,2,2,168,1,0,1,3,6,166,1,0,0
13,10,1,3,190,1,0,1,3,6,67,1,0,0
15,8,1,2,640,1,0,1,3,6,121,3,0,0
12,0,0,2,567,1,0,1,3,6,524,14,0,1
15,1,2,2,266,1,0,1,3,6,1122,3,0,1
19,8,1,2,970,1,0,1,3,6,125,4,0,0
9,1,2,2,1255,1,1,1,3,6,313,0,0,0
11,0,1,2,1133,1,0,1,3,6,355,0,0,0
10,1,2,2,190,1,0,1,3,6,237,0,0,0
41,6,0,2,474,0,1,1,3,6,265,1,0,0
33,10,1,2,1636,1,0,1,3,6,84,6,0,0
5,9,2,2,4075,1,0,1,3,6,299,0,0,0
42,6,1,1,1849,1,0,1,3,6,142,1,0,0
11,4,2,3,1753,1,0,1,3,6,233,0,0,0
17,4,1,3,4442,1,0,1,3,6,193,9,0,0
10,0,2,3,194,0,0,1,3,6,148,10,0,0
10,4,2,3,3833,1,0,1,3,6,386,0,0,0
11,0,1,2,898,1,0,1,3,6,194,0,0,0
39,4,2,2,327,1,0,1,3,6,91,3,0,0
8,0,2,2,178,1,0,1,3,6,98,0,0,0
21,1,1,2,1576,1,1,1,3,6,193,1,0,0
9,0,1,2,3918,1,0,1,3,6,132,0,0,0
18,4,0,3,3555,1,0,1,3,6,347,2,0,0
6,10,2,2,2194,1,0,1,3,6,1035,0,0,0
5,1,2,1,335,1,0,1,3,6,1365,0,0,0
7,8,2,2,746,1,1,1,3,6,361,0,0,0
6,1,2,2,190,1,0,1,3,6,204,0,0,0
3,1,2,2,131,1,1,1,3,6,83,0,0,0
16,1,1,2,777,1,0,1,3,6,77,7,0,0
12,8,2,2,963,1,1,1,3,6,29,0,0,0
11,1,1,2,486,1,0,1,3,6,153,0,0,0
8,1,2,0,667,1,0,1,3,6,87,0,0,0
17,2,1,2,2183,0,0,1,3,6,178,5,0,0
9,4,2,3,838,1,1,1,3,6,174,0,0,0
7,1,2,2,520,1,0,1,3,6,605,0,0,0
5,1,2,2,682,1,0,1,3,6,638,0,0,1
4,9,2,2,301,1,0,1,3,6,89,0,0,0
13,1,2,2,17,1,0,1,3,6,121,1,0,0
9,1,1,2,58,1,0,1,3,6,216,0,0,0
5,8,2,2,1156,1,0,1,3,6,83,1,0,0
6,0,1,2,452,1,0,1,3,6,69,2,0,0
11,1,2,2,543,1,0,1,3,6,184,0,0,0
6,1,2,2,666,1,0,1,3,6,161,0,0,0
7,4,2,3,683,1,0,1,3,6,301,0,0,0
9,0,0,2,266,1,0,1,3,6,236,0,0,0
11,1,2,2,153,1,0,1,3,6,182,0,0,0
15,1,1,2,545,1,0,1,3,6,87,2,0,0
12,1,1,2,768,1,1,1,3,6,48,0,0,0
11,10,1,2,190,1,0,1,3,6,377,0,0,0
30,10,1,2,615,1,0,1,3,6,357,3,0,0
10,8,2,2,2534,1,0,1,3,6,119,1,0,0
7,1,2,2,192,0,0,1,3,6,264,1,0,0
10,1,1,2,699,1,1,1,3,6,121,1,0,0
11,1,1,1,3989,1,0,1,3,6,235,1,0,0
8,7,2,2,657,1,1,1,3,6,90,1,0,0
8,0,2,2,771,1,1,1,3,6,444,2,0,0
6,9,2,2,2843,1,0,1,3,6,283,0,0,0
9,4,2,3,289,1,0,1,3,6,767,1,0,1
9,10,1,2,1293,0,0,1,3,6,123,0,0,0
10,11,2,2,749,1,0,1,3,6,236,0,0,0
14,8,1,2,3658,1,0,1,3,6,85,2,0,0
34,4,0,3,1097,1,0,1,3,6,104,1,0,0
4,0,1,2,1157,1,0,1,3,6,525,0,0,0
10,4,2,3,381,1,0,1,3,6,238,0,0,0
11,8,2,2,222,1,0,1,3,6,563,0,0,1
11,1,1,2,182,1,1,1,3,6,433,1,0,0
19,1,1,2,307,1,0,1,3,6,52,0,0,0
42,3,0,2,577,1,0,1,3,6,235,0,0,0
11,0,1,2,1821,1,0,1,3,6,402,1,0,0
8,0,0,2,145,1,0,1,3,6,357,1,0,0
31,2,1,1,4601,1,0,1,3,6,98,3,0,0
12,10,1,3,278,0,0,1,3,6,219,0,0,0
12,7,1,3,733,1,1,1,3,6,1333,5,0,1
14,10,1,2,443,1,0,1,3,6,257,2,0,0
18,1,1,1,593,1,0,1,3,6,916,0,0,1
29,1,1,2,1333,1,0,1,3,6,79,0,0,0
9,2,2,3,190,1,0,1,3,6,103,1,0,0
8,1,1,1,368,1,0,1,3,6,832,1,0,0
22,8,0,2,190,1,0,1,3,6,97,0,0,0
25,5,2,1,623,0,0,1,3,6,45,0,0,0
10,10,2,3,190,1,0,1,3,6,205,5,0,0
14,10,0,2,463,1,0,1,3,6,204,0,0,0
9,1,2,1,1071,1,0,1,3,6,156,2,0,0
20,8,1,2,233,1,0,1,3,6,213,0,0,0
18,10,1,3,796,1,0,1,3,6,159,0,0,0
27,8,1,2,190,0,0,1,3,6,153,5,0,0
12,4,2,3,825,1,0,1,3,6,29,1,0,0
30,1,2,3,2485,1,0,1,3,6,15,0,0,0
21,1,1,1,485,1,0,1,3,6,38,0,0,0
6,8,2,2,49,1,0,1,3,6,654,1,0,0
17,1,1,1,490,1,0,1,3,6,81,0,0,0
10,11,2,3,1200,1,0,1,3,6,174,1,0,0
32,10,1,2,1803,1,1,1,3,6,142,10,0,0
23,4,2,3,4188,1,0,1,3,6,393,10,0,0
40,3,1,1,4552,1,0,1,3,6,763,3,0,0
13,0,1,1,545,1,1,1,3,6,61,5,0,0
15,4,1,3,1987,1,0,1,3,6,99,3,0,0
17,1,2,2,2650,1,0,1,3,6,85,4,0,0
11,1,1,1,410,1,0,1,3,6,187,1,0,0
11,1,1,1,215,1,0,1,3,6,188,1,0,0
11,8,1,3,190,1,0,1,3,6,113,1,0,0
10,1,2,2,1422,1,0,1,3,6,201,1,0,0
8,8,2,2,318,1,1,1,3,6,264,1,0,0
8,1,1,2,108,1,0,1,3,6,23,1,0,0
6,10,2,2,871,1,0,1,3,6,180,1,0,0
8,9,2,2,43,0,0,1,3,6,95,1,0,0
29,1,1,1,744,1,0,1,3,6,69,0,0,0
31,4,1,2,552,1,0,1,3,6,84,1,0,0
34,1,2,2,700,1,0,1,3,6,324,0,0,0
26,1,1,2,596,1,0,1,3,6,222,0,0,0
21,1,1,2,708,1,0,1,3,6,608,1,0,0
23,8,1,2,431,1,1,1,3,6,144,0,0,0
35,8,1,2,769,0,0,1,3,6,1187,6,0,0
36,1,0,1,328,1,0,1,3,6,173,9,0,0
11,0,2,2,320,0,0,1,3,6,134,1,0,0
31,1,1,1,581,1,0,1,3,6,245,0,0,0
11,0,0,2,391,1,0,1,3,6,121,2,0,0
9,1,1,2,563,1,0,1,3,6,49,0,0,0
9,1,1,2,609,1,0,1,3,6,1156,1,0,1
10,11,1,2,845,1,0,1,3,6,606,1,0,0
26,2,1,2,25,1,1,1,3,6,184,1,0,0
11,8,2,2,637,1,1,1,3,6,106,0,0,0
17,0,0,2,627,1,0,1,3,6,904,0,0,1
28,1,1,1,486,1,0,1,3,6,92,1,0,0
19,11,2,2,1544,1,0,1,3,6,207,3,0,0
11,1,2,1,1140,1,0,1,3,6,135,2,0,0
33,1,1,2,758,1,0,1,3,6,37,0,0,0
17,4,0,3,350,1,0,1,3,6,141,5,0,0
32,11,1,2,496,1,0,1,3,6,117,0,0,0
10,1,2,2,1293,1,0,1,3,6,14,10,0,0
19,1,1,2,196,1,0,1,3,6,174,8,0,0
17,1,1,1,352,1,0,1,3,6,60,3,0,0
39,1,1,1,2985,1,0,1,3,6,235,4,0,0
14,1,0,2,1070,1,1,1,3,6,112,0,0,0
12,10,2,2,4295,1,0,1,3,6,99,1,0,0
34,4,1,2,3884,1,0,1,3,6,208,3,0,0
15,8,1,2,438,1,0,1,3,6,132,1,0,0
15,1,1,2,502,1,0,1,3,6,151,1,0,0
29,1,1,2,463,1,0,1,3,6,163,0,0,0
19,1,1,2,501,1,0,1,3,6,135,0,0,0
24,0,0,2,18,1,1,1,3,6,179,0,0,0
8,1,2,1,3356,1,0,1,3,6,329,3,0,0
22,8,1,2,303,1,0,1,3,6,126,0,0,0
12,8,2,2,93,1,0,1,3,6,126,1,0,0
13,0,1,2,644,1,0,1,3,6,119,0,0,0
8,10,2,3,1308,1,0,1,3,6,209,1,0,0
32,0,0,2,3424,1,1,1,3,6,192,5,0,0
10,0,2,2,900,1,1,1,3,6,341,1,0,0
33,1,1,0,416,1,0,1,3,6,17,12,0,0
31,1,1,2,393,0,0,1,3,6,167,0,0,0
24,8,1,2,907,1,0,1,3,6,152,5,0,0
18,1,1,2,328,1,0,1,3,6,84,2,0,0
21,0,1,2,407,1,0,1,3,6,341,3,0,0
15,1,1,1,1124,1,0,1,3,6,244,1,0,0
22,1,1,2,2792,1,1,1,3,6,423,1,0,0
5,8,2,2,690,1,0,1,3,6,111,2,0,0
32,1,1,1,232,1,0,1,3,6,170,2,0,0
11,9,2,2,390,1,0,1,3,6,87,1,0,0
25,8,1,2,1640,1,0,1,3,6,227,1,0,0
18,4,1,3,1204,1,0,1,3,6,34,1,0,0
11,1,2,2,925,1,0,1,3,6,130,2,0,0
11,1,1,0,546,1,0,1,3,6,169,1,0,0
36,1,1,2,3040,1,0,1,3,6,392,1,0,0
24,1,1,1,440,1,0,1,3,6,46,15,0,0
31,1,1,1,456,1,0,1,3,6,39,1,0,0
21,0,1,2,1764,1,0,1,3,6,282,14,0,0
21,1,1,1,190,1,0,1,3,6,112,3,0,0
15,1,1,2,226,1,0,1,3,6,36,3,0,0
11,4,1,3,258,1,0,1,3,6,69,3,0,0
9,1,2,1,190,1,0,1,3,6,299,1,0,0
34,0,0,2,1239,0,1,1,3,6,80,5,0,0
16,1,1,0,743,1,0,1,3,6,729,1,0,0
26,8,0,2,190,1,0,1,3,6,389,4,0,0
21,1,2,1,1971,1,0,1,3,6,229,5,0,0
21,1,1,1,294,1,0,1,3,6,624,1,0,0
8,1,1,2,317,1,1,1,3,6,165,1,0,0
9,8,2,2,2091,1,0,1,3,6,216,1,0,0
6,4,2,3,1123,1,0,1,3,6,122,0,0,0
9,8,2,2,391,1,0,1,3,6,172,1,0,0
23,2,1,1,949,1,0,1,3,6,79,9,0,0
18,11,2,2,434,1,0,1,3,6,702,1,0,0
41,1,1,2,277,0,0,1,3,6,65,9,0,0
11,1,2,2,23,1,0,1,3,6,361,0,0,0
20,10,1,2,815,1,0,1,3,6,140,1,0,0
18,1,0,2,31,1,0,1,3,6,382,2,0,0
25,4,0,3,540,1,0,1,3,6,128,0,0,0
14,1,2,2,445,0,0,1,3,6,175,0,0,0
8,8,2,2,116,1,0,1,3,6,147,0,0,0
14,4,1,3,1134,1,1,1,3,6,292,0,0,0
12,0,2,2,895,1,0,1,3,6,235,0,0,0
7,1,0,2,910,1,0,1,3,6,156,0,0,0
11,4,1,3,1131,1,0,1,3,6,570,10,0,0
11,7,1,3,190,1,1,1,4,6,399,2,0,0
34,0,1,2,721,0,0,1,4,6,222,0,0,0
38,10,1,2,252,0,1,1,4,6,243,0,0,0
37,5,1,3,190,0,0,1,4,6,38,0,0,0
17,7,1,3,372,0,1,1,4,6,379,0,0,0
41,3,1,1,190,0,0,1,4,6,307,0,0,0
23,4,1,3,195,0,0,1,4,6,178,0,0,0
18,0,2,2,325,0,0,1,4,6,308,0,0,0
38,6,0,1,190,0,0,1,4,6,27,0,0,0
25,4,1,3,546,0,0,1,4,6,80,0,0,0
38,10,1,1,504,1,1,1,4,6,75,0,0,0
30,0,1,2,585,0,0,1,4,6,168,0,0,0
35,6,1,2,1817,0,0,1,4,6,160,0,0,0
32,11,1,1,895,0,0,1,4,6,504,0,0,1
17,1,1,2,534,0,0,1,4,6,25,0,0,0
28,8,1,2,388,0,1,1,4,6,49,0,0,0
22,1,1,1,201,1,1,1,4,6,83,2,0,0
31,1,1,0,2121,0,0,1,4,6,773,0,0,0
21,0,1,2,1025,1,0,1,4,6,135,0,0,0
38,11,1,1,1072,0,0,1,4,6,169,0,0,0
15,1,1,2,1430,1,0,1,4,6,400,1,0,0
35,3,1,1,2081,0,0,1,4,6,826,0,0,0
33,4,0,3,309,0,0,1,4,6,112,1,0,0
29,2,0,3,190,0,0,1,4,6,124,0,0,0
20,0,0,2,190,0,0,1,4,6,56,0,0,0
42,1,1,2,190,0,1,1,4,6,124,0,0,0
20,4,1,1,1555,1,0,1,4,6,224,0,0,0
20,1,1,2,187,0,1,1,4,6,172,0,0,0
20,4,1,2,1761,0,0,1,4,6,636,0,0,0
36,7,1,2,343,1,0,1,4,6,40,0,0,0
41,0,2,2,1038,0,0,1,4,6,63,0,0,0
41,6,1,2,246,0,0,1,4,6,396,0,0,0
19,10,0,2,515,1,1,1,4,6,487,0,0,0
23,10,1,2,451,0,1,1,4,6,222,0,0,0
33,0,1,2,190,0,0,1,4,6,78,0,0,0
28,10,1,2,678,0,0,1,4,6,92,0,0,0
41,5,1,0,3784,0,0,1,4,6,48,1,0,0
30,1,1,1,447,1,0,1,4,6,333,1,0,0
18,4,1,0,190,0,0,1,4,6,131,0,0,0
32,10,1,1,1073,1,0,1,4,6,170,0,0,0
26,1,1,2,2088,1,0,1,4,6,41,0,0,0
33,5,0,0,1836,0,0,1,4,6,93,0,0,0
18,1,1,2,1954,0,0,1,4,6,208,0,0,1
40,1,1,2,780,0,1,1,4,6,133,0,0,0
21,8,2,2,190,0,0,1,4,6,133,0,0,0
24,0,1,2,3951,1,0,1,4,6,57,5,0,0
39,4,1,3,751,0,0,1,4,6,21,0,0,0
28,10,2,3,2909,0,0,1,4,6,47,0,0,0
35,4,1,3,1806,0,0,1,4,6,89,0,0,0
33,0,1,1,2440,1,1,1,4,6,163,0,0,0
25,3,1,1,712,0,0,1,4,6,86,0,0,0
12,2,1,2,2685,1,0,1,4,6,142,1,0,0
7,1,2,2,340,1,0,1,4,6,492,1,0,0
22,1,1,2,630,1,0,1,4,6,327,1,0,0
19,1,1,1,403,0,1,1,4,6,323,0,0,0
35,4,1,3,190,0,1,1,4,6,189,0,0,0
41,6,1,2,190,0,0,1,4,6,812,0,0,1
37,6,0,2,472,1,0,1,4,6,99,1,0,0
19,1,1,2,93,1,0,1,4,6,135,1,0,0
30,8,0,2,190,0,0,1,4,6,428,0,0,0
26,10,1,2,486,1,1,1,4,6,169,0,0,0
19,1,1,2,341,1,0,1,4,6,202,0,0,0
24,1,0,2,1227,0,0,1,4,6,271,0,0,0
19,8,1,2,2300,0,0,1,4,6,232,0,0,0
19,7,2,2,315,0,0,1,4,6,56,0,0,0
34,3,1,1,1530,0,0,1,4,6,175,0,0,0
39,10,1,1,257,0,0,1,4,6,67,0,0,0
5,8,1,2,2794,1,0,1,4,6,81,1,0,0
